1,10, fermentation
2,10, skriko
3,10, wessels
4,10, mtroyal.ab.ca
5,10, matchups
6,10, cty
7,10, broten
8,10, essa
9,10, whl
10,10, mikko
11,10, matchup
12,10, druce
13,10, ellett
14,10, emrick
15,10, huddy
16,10, racine
17,10, vaske
18,10, alexei
19,10, corson
20,10, jarkko
21,10, jugular
22,10, tripped
23,10, tnclus.tele.nokia.fi
24,10, lumme
25,10, bruin
26,10, wendel
27,10, healthy.uwaterloo.ca
28,10, cashman
29,10, fuhr's
30,10, makela
31,10, assat
32,10, linesmen
33,10, lli
34,10, j3david
35,10, jablonski
36,10, mcphee
37,10,749
38,10, ozolinsh
39,10,724
40,10, mcnall
41,10, relegation
42,10, ulcer
43,10, weinrich
44,10, cereal
45,10,0.16
46,10,0.17
47,10,0.19
48,10,0.21
49,10,0.31
50,10,0.39
51,10,1.29
52,10, wch
53,10, saturns
54,10, convertibles
55,10, porsche's
56,10, ashtrays
57,10, rx7
58,10, 240sx
59,10, nx2000
60,10, understeer
61,10, kadett
62,10, cabot.balltown.cma.com
63,10, natarajan
64,10, comatose
65,10, queiser
66,10, vandals
67,10, bcm.tmc.edu
68,10, bulge
69,10, q45
70,10, cbnewsd.cb.att.com
71,10, clutchless
72,10, camaros
73,10, regal
74,10, minivan
75,10, rpms
76,10, crosspost
77,10, macrae
78,10, balltown.cma.com
79,10,729
80,10, ion
81,10, xif
82,10, 0ha
83,10,337523
84,10,337548
85,10, 1.2.2
86,10, cg6
87,10, tkman
88,10, ccs.carleton.ca
89,10, xsetforeground
90,10, cedex
91,10, inputoutput
92,10, 75dpi
93,10, xresources
94,10, 1.2.1
95,10, asente
96,10, bcopy
97,10, call_data
98,10, gdb
99,10, projectroot
100,10, xtsetvalues
101,10, keypress
102,10,80000
103,10, norfolk
104,10, cmdtool
105,10, _get_applicationshellwidgetclass
106,10, ld_library_path
107,10, valuemask
108,10, defaultscreen
109,10, rectangles
110,10, mkg3states
111,10,2.09
112,10, ccalmr
113,10, deskset
114,10, grahics
115,10, softquad
116,10, stardent
117,10, xvision
118,10, gowen
119,10, pmartz
120,10, bstatic
121,10, wien
122,10, o_rdonly
123,10, iso8859
124,10, wingif
125,10, roeber
126,10, csi
127,10, xfile
128,10, flagname
129,10, maxcol
130,10, nplease
131,10, ok_line
132,10, output_till_dot
133,10, read_len
134,10, rule_year
135,10, uuencode_len
136,10, ics.com
137,10, 2.0.1
138,10, databook
139,10, raveling
140,10, mulder
141,10, trystero.art.com
142,10, swalker
143,10, feasability
144,10, hdf
145,10, uncluttered
146,10, metafile
147,10, rxterm
148,10, x.i
149,10, ptr_ident
150,10, gpf
151,10, netx
152,10, qvtnet
153,10, wim
154,10,2.03
155,10, centred
156,10, ccastco
157,10, malamas
158,10, annese
159,10, fuess
160,10, slip8250
161,10, stuttgart
162,10, med.unc.edu
163,10, dabl2
164,10, svein
165,10, mrc.co.uk
166,10, viamar
167,10, mekenkamp
168,10,3426
169,10, lsl
170,10, hlp
171,10, elisabeth
172,10, frode
173,10, olympus.demon.co.uk
174,10, thiokol
175,10, beach.cis.ufl.edu
176,10, antennae
177,10, terra
178,10, tether
179,10, verga.enet.dec.com
180,10, decomposition
181,10, schumach
182,10, cometary
183,10, bowel
184,10, coronal
185,10, erg
186,10, cbis.ece.drexel.edu
187,10, wavelengths
188,10, qb1
189,10, willner
190,10, sci.space.shuttle
191,10, uncharged
192,10, zodiacal
193,10, cancellation
194,10, arianespace
195,10, iau
196,10, jeff.cook
197,10, microgravity
198,10, supersonic
199,10, nssdc
200,10, nickh
201,10, 1993e
202,10, pacastro
203,10, ariadne
204,10, c9
205,10, lewb
206,10, rosae
207,10, vedic
208,10, zarathushtra's
209,10, exod
210,10, splat
211,10, alizard
212,10, cybele
213,10, royc
214,10, alt.sex.stories
215,10, switchover
216,10, josephc
217,10, sburton
218,10, cyberman
219,10, i2c
220,10, basel
221,10, ganter
222,10, sheng
223,10, ecl
224,10, disposable
225,10,6551
226,10, csx.cciw.ca
227,10, interpolated
228,10, irritation
229,10, multiverse
230,10, delaunay
231,10, histograms
232,10, worley
233,10, dbw
234,10, kyriazis
235,10, modeller
236,10, nurbs
237,10, ray4
238,10, ttddd
239,10, ttdddlib
240,10, amber.cecer.army.mil
241,10, svlib
242,10,6045
243,10, itti
244,10, uk.ac.mcc
245,10, p12
246,10, p13
247,10, dimple
248,10, erdas
249,10, geosphere
250,10, blix
251,10, jge
252,10, dozonoff
253,10, kxgst1
254,10, mont.cs.missouri.edu
255,10, colitis
256,10, monosodium
257,10, astemizole
258,10, appartus
259,10, prednisone
260,10, asuacad
261,10, atw1h
262,10, cdc's
263,10, morbidity
264,10, therapeutic
265,10, nutritionist
266,10, carcinogens
267,10, yozzo
268,10, lipoxygenase
269,10, neurologist
270,10, physician's
271,11, messing
272,11, distributable
273,11, mark's
274,11, djohnson
275,11, 128mb
276,11,4600
277,11, 85mb
278,11, ploy
279,11,2131
280,11,4040
281,11, cheapo
282,11, gerhards
283,11, flake
284,11, smc
285,11, oblivious
286,11, coax
287,11, cached
288,11, x7423
289,11, darned
290,11, implimented
291,11, 1.2mb
292,11, hartmann.austin.ibm.com
293,11, unconnected
294,11, reza
295,11, micropolis
296,11, coma
297,11, 100ns
298,11, sizable
299,11, coexist
300,11, mach32
301,11, unexpectedly
302,11, shafted
303,11, beng
304,11, olav
305,11, reformatting
306,11, finances
307,11, forte
308,11, prep
309,11, mts
310,11,650
311,11, unix.portal.com
312,11, company's
313,11, beal
314,11, corrective
315,11, cunyvm.cuny.edu
316,11, morrison
317,11, student.tc.umn.edu
318,11, unofficial
319,11, wallace
320,11, wolves.durham.nc.us
321,11, woodbury
322,11,80286
323,11,24.95
324,11, dlc
325,11, suction
326,11,562
327,11, montuno
328,11,0.6
329,11, darwin.sura.net
330,11, canterbury
331,11,16.8
